sentence,sentiment
স্বতন্ত্র ইবতেদায়ী মাদরাসার শিক্ষকদের প্রতি দ্বিমুখী আচরন কেনো প্রাথমিক বিদ্যালয়ের ন্যায় সমান সব দায়িত্ব পালন করে স্বতন্ত্র ইবতেদায়ী মাদরাসার শিক্ষকরা কিন্তু মাসিক বেতন ভাতা পান মাত্র এক হাজার টাকা তাও আবার তিন মাস পর পর বার বার কন্ঠ চিরে একটি কথা বেরিয়ে আচ্ছে কোন দেশে জন্ম গ্রহণ করলাম যে দেশে স্বতন্ত্র ইবতেদায়ী মাদরাসার শিক্ষকদের জন্য সরকারের দ্বিমুখী আচরন প্রাথমিক বিদ্যালয়ের শিক্ষকদের ন্যায় সমান দায়িত্ব পালন করে বেতন পান মাসিক মাত্র এক হাজার টাকা অথচ এই স্বতন্ত্র ইবতেদায়ী মাদরাসার শিক্ষকরা লক্ষ লক্ষ ছাত্রছাত্রীদের শিক্ষাদানের কাজে নিয়োজিত জাতিকে শিক্ষিত করার একমাত্র কারিগর হলো এই শিক্ষক সম্প্রদায় কঠোর পরিশ্রম ও সাধনার মাধ্যমে নিজেদের দায়িত্ব যথাযথ ভাবে পালন করে আসছেন যারা রাষ্ট্রের অভিভাবক এই শিক্ষকদের ও অভিভাবক তাঁরা একটু চিন্তা করুন স্বতন্ত্র ইবতেদায়ী মাদরাসার শিক্ষকরা পরিবার পরিজন নিয়ে নিদারুন অর্থ কষ্টে কিভাবে দিনাতিপাত করছেন যেখানে একজন দিন মজুরের দৈনিক আয় শত টাকা আর স্বতন্ত্র ইবতেদায়ী মাদরাসার শিক্ষকদের মাসিক বেতন মাত্র টাকা দেশের একটি অংশকে পিছনে ফেলে দিয়ে দেশের সামগ্রীক মান উন্নয়ন তথা দেশের উন্নয়ন সম্ভব কি স্বতন্ত্র ইবতেদায়ী মাদরাসাগুলো প্রাথমিক শিক্ষা ম শ্রেণী হতে ম শ্রেণী পর্যন্ত ছাত্র ছাত্রীদের পাঠ্যদান করেরাখছেন গুরুত্ব পূর্ণ অবদান সরকারী ভাবে ছাত্রছাত্রীদের দেয়া হয় বই উপবৃত্তি আর শিক্ষকদের দেয়া হয় অপমান জনক মাসিক বেতনভাতা মাত্র এক হাজার টাকা ম শ্রেণীতে সমাপনী পরীক্ষা গ্রহণ করাসহ সরকারি সব নিয়মকানুন মেনে পরিচালনা করা হয় এসব মাদরাসা এতো কিছুর পরও আজো বৃদ্ধি হয়নি বেতনভাতা তাই এসব মাদরাসায় কর্মরত শিক্ষকরা বর্তমানে পরিবারপরিজন নিয়ে মানবেতর জীবনযাপন করছে মানুষ গড়ার কারিগরদের প্রতি এমন অবহেলা অত্যান্ত দুঃখজনক ব্যাপার বেতনভাতা বৃদ্ধিবেতন বৈষম্য দূর করাপেনশন ভাতা প্রদানভবন নির্মাণশিক্ষা সামগ্রী প্রদানজাতীয় স্কেলে বেতনভাতা প্রদানসহ চাকরি জাতীয়করণ করার দাবিতে দীর্ঘদিন যাবত্ স্বতন্ত্র ইবতেদায়ী মাদরাসার শিক্ষকরা আন্দোলনসংগ্রাম করে আসছে প্রাথমিক বিদ্যালয় গুলোর মতো সব সুযোগসুবিধা প্রদান করার জন্য সংক্লিষ্ট কর্তৃপক্ষের জরুরি হস্তক্ষেপ কামনা করছি,0
এই টাকার সঠিক যাকাত দিলে তো দেশে গরীব থাকে না,0
মজা লাগলো,1
এক জনের এক টা দেখেই মানুস শিখে আমরা কিছু মানুস আছি ভালো কাজের ও সমালোচনা করি,1
এ রকম নায়কদেরকে যেন আমরা আরো বেশী বেশী পাই সেই সপন দেখি প্রথম আলোকে ধন্যবাদ,1
টাকা হল সব কিচু হবে,0
অসাধারণ একজন মানুষ মাসরাফি এ দেশের বুকে আসুক নেমে,1
বাংলাদেশের ক্রিকেটের সাফল্যকে বাধাগ্রস্ত করার ষড়যন্ত্রে র সর্বাত্মক প্রচেস্টা অব্যাহত আরাফাত সানি ও তাসকিন আহমেদকে নিষিদ্ধ করার মাধমে আবার প্রমাণ করল ক্রিকেট বিশ্বে র অবস্থান সবার কাছে পরিষ্কার করা উচিৎ নাকি এটাই র বর্তমান অবস্থান এটা হলে ছিঃ ছিঃ ছাড়া কিছুই বলার নাই,0
পত্রিকায় জনতার ট্যাক্সের কোটি টাকার শ্রাদ্ধ করে রামপালের পক্ষে মিথ্যা বিজ্ঞাপন দেয়া বন্ধ করেন,0
সরকার পাগল ছাগল গুলারে কেন মন্ত্রীসভায় রাখে বুঝিনা,0
অনেক কৃতজ্ঞতা উপস্থিতিতেএবং শুভকামনা অনিঃশেষ,1
কীভাবে একটা লোক বিশ্বের মধ্যমনি হয়ে উঠে মুস্তাফিজ তারি প্রমান সত্যি এ যেন কোনঐশ্বরিক শক্তির ক্ষমতা ধর যার মাধ্যমে বাংলাদেশকে পরিচয় করিয়ে দেবার মন্ত্র রয়েছে,1
